exIdx	themeGiven	recipientGiven	themeDefinite	recipientDefinite	verbSense	themeAnimacy	recipientAnimacy	isDative	ableToTiebreak	verbLemma	themePronominal	recipientPronominal	themeLength	recipientLength	themeNumber	recipientNumber	structure	verbClass	recipientPerson	themePerson	previousStructure
2119096	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	leave	FALSE	TRUE	3	1	Sing	Sing	DO	FUTURE HAVING	first	third	None
2119752	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	sneak	FALSE	TRUE	1	1	Plur	Plur	DO	SEND	third	third	None
2120030	Given	Not Given	Indefinite	Indefinite	Transfer Posession	Concrete	Human	TRUE	TRUE	lease	FALSE	FALSE	1	2	Sing	Plur	PP	GIVE	third	third	None
2121630	Not Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	pose	FALSE	FALSE	2	6	Plur	Plur	PP	MESSAGE TRANSFER	third	third	None
2121712	Not Given	Not Given	Definite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	lend	FALSE	FALSE	5	19	Plur	Plur	PP	GIVE	third	third	None
2122426	Given	Given	Definite	Definite	Transfer Posession	Human	Organization	TRUE	TRUE	trade	FALSE	FALSE	2	2	Sing	Sing	PP	GIVE	third	third	PP
2122969	Not Given	Not Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	cede	FALSE	FALSE	3	4	Sing	Sing	PP	FUTURE HAVING	third	third	None
2123244	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	hand	FALSE	FALSE	5	1	Sing	Sing	DO	SEND	third	third	None
2126805	Given	Not Given	Definite	Indefinite	Transfer Posession	Concrete	Human	TRUE	TRUE	flip	TRUE	FALSE	1	4	Sing	Sing	PP	THROWING	third	third	None
2127015	Not Given	Given	Indefinite	Definite	Communication	Concrete	Organization	TRUE	TRUE	fax	FALSE	TRUE	15	1	Sing	Plur	DO	COMMUNICATION INSTRUMENT	third	third	None
2127017	Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	tell	TRUE	FALSE	1	15	Sing	Plur	PP	MESSAGE TRANSFER	third	third	None
2127987	Not Given	Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	grant	FALSE	TRUE	31	1	Sing	Plur	DO	FUTURE HAVING	first	third	None
2128102	Given	Not Given	Definite	Definite	Abstract	Human	Human	TRUE	TRUE	carry	TRUE	FALSE	1	3	Sing	Sing	PP	CARRY	third	third	None
2129099	Given	Not Given	Definite	Definite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	lend	TRUE	FALSE	1	3	Sing	Sing	PP	GIVE	third	third	None
2129282	Not Given	Not Given	Indefinite	Definite	Transfer Posession	Concrete	Animal	TRUE	TRUE	feed	FALSE	FALSE	3	2	Sing	Sing	DO	GIVE	third	third	None
2129938	Not Given	Not Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	hand	FALSE	TRUE	2	1	Plur	Plur	DO	SEND	first	third	None
2131428	Not Given	Not Given	Definite	Definite	Communication	NotConcrete	Organization	TRUE	TRUE	forward	FALSE	FALSE	2	17	Sing	Plur	PP	SEND	third	third	None
2132493	Not Given	Not Given	Definite	Definite	Communication	NotConcrete	Concrete	TRUE	TRUE	relay	FALSE	FALSE	2	3	Sing	Sing	PP	MESSAGE TRANSFER	third	third	None
2133741	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	throw	FALSE	FALSE	7	4	Sing	Sing	PP	THROWING	third	third	None
2133972	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	pass	FALSE	FALSE	1	3	Plur	Sing	PP	GIVE	third	third	None
2134348	Given	Not Given	Definite	Definite	Transfer Posession	Animal	Human	TRUE	TRUE	fly	FALSE	TRUE	2	2	Sing	NA	PP	?DRIVE	second	third	None
2134467	Not Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	preach	FALSE	FALSE	2	3	Sing	Sing	PP	MESSAGE TRANSFER	third	third	None
2136970	Not Given	Not Given	Indefinite	Indefinite	Transfer Posession	Concrete	Human	TRUE	TRUE	sneak	FALSE	FALSE	2	3	Plur	Plur	PP	SEND	third	third	None
2137516	Not Given	Not Given	Definite	Indefinite	Communication	NotConcrete	Organization	TRUE	TRUE	float	FALSE	FALSE	3	6	Sing	Sing	PP	SLIDE	third	third	None
2137898	Not Given	Not Given	Definite	Definite	Transfer Posession	Vehicle	Human	TRUE	TRUE	sell	FALSE	FALSE	2	3	Sing	Sing	PP	GIVE	third	third	None
2138725	Not Given	Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	preach	FALSE	TRUE	5	1	Sing	Plur	DO	MESSAGE TRANSFER	third	third	None
2139101	Given	Given	Definite	Definite	Communication	Concrete	Organization	TRUE	TRUE	fax	FALSE	TRUE	3	2	Sing	Plur	PP	COMMUNICATION INSTRUMENT	first	third	None
2139117	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Organization	TRUE	TRUE	issue	FALSE	FALSE	2	6	Sing	Sing	PP	FUTURE HAVING	third	third	None
2141358	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	issue	FALSE	FALSE	2	5	Sing	Sing	PP	FUTURE HAVING	third	third	None
2142398	Not Given	Given	Definite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	grant	FALSE	FALSE	6	4	Sing	Sing	PP	FUTURE HAVING	third	third	PP
2142801	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	leave	FALSE	TRUE	3	1	Sing	Sing	DO	FUTURE HAVING	first	third	None
2143258	Given	Not Given	Definite	Definite	Transfer Posession	NotConcrete	Organization	TRUE	TRUE	sell	FALSE	FALSE	2	2	Plur	Sing	PP	GIVE	third	third	None
2147313	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	teach	FALSE	TRUE	4	1	NA	Plur	DO	MESSAGE TRANSFER	first	third	None
2150428	Not Given	Given	Definite	Definite	Abstract	Concrete	Human	TRUE	TRUE	hit	FALSE	FALSE	3	2	Sing	Sing	PP	THROWING	third	third	None
2150438	Not Given	Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	hit	FALSE	FALSE	2	2	Sing	Sing	PP	THROWING	third	third	None
2152505	Not Given	Not Given	Definite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	promise	FALSE	FALSE	22	4	Sing	Plur	DO	FUTURE HAVING	third	third	None
2153352	Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	loan	FALSE	TRUE	1	1	Plur	Sing	DO	GIVE	third	third	None
2153465	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	bring	FALSE	TRUE	1	1	Sing	Plur	DO	BRING/TAKE	first	third	None
2153736	Not Given	Not Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	carry	FALSE	FALSE	2	10	Sing	Sing	PP	CARRY	third	third	None
2154578	Not Given	Given	Definite	Definite	Communication	NotConcrete	Organization	TRUE	TRUE	e-mail	FALSE	TRUE	2	1	Sing	Plur	DO	COMMUNICATION INSTRUMENT	first	third	None
2157151	Not Given	Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	e-mail	FALSE	TRUE	6	1	Sing	Sing	DO	COMMUNICATION INSTRUMENT	first	third	None
2157864	Not Given	Given	Indefinite	Definite	Transfer Posession	NotConcrete	Organization	TRUE	TRUE	ship	FALSE	TRUE	2	1	Sing	Plur	DO	SEND	third	third	None
2158649	Given	Not Given	Definite	Indefinite	Communication	NotConcrete	Organization	TRUE	TRUE	pass	FALSE	FALSE	2	17	Plur	Plur	PP	GIVE	third	third	PP
2159210	Not Given	Not Given	Indefinite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	lob	FALSE	FALSE	2	3	Sing	Sing	PP	THROWING	third	third	DO
2159358	Not Given	Not Given	Indefinite	Indefinite	Communication	NotConcrete	Organization	TRUE	TRUE	issue	FALSE	FALSE	6	2	Plur	Plur	PP	FUTURE HAVING	third	third	PP
2160028	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	drive	FALSE	FALSE	8	3	Sing	Plur	PP	?DRIVE	third	third	None
2161414	Not Given	Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	guarantee	FALSE	TRUE	2	1	Plur	NA	DO	FUTURE HAVING	second	third	None
2161865	Not Given	Not Given	Indefinite	Indefinite	Communication	NotConcrete	Human	TRUE	TRUE	teach	FALSE	FALSE	2	3	Plur	Sing	DO	MESSAGE TRANSFER	third	third	None
2162136	Not Given	Given	Indefinite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	advance	FALSE	TRUE	2	2	Sing	NA	PP	FUTURE HAVING	second	third	None
2164494	Not Given	Not Given	Definite	Definite	Transfer Posession	Concrete	Organization	TRUE	TRUE	bequeath	FALSE	FALSE	8	5	Sing	Sing	PP	FUTURE HAVING	third	third	None
2164576	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	NotConcrete	TRUE	TRUE	advance	FALSE	FALSE	1	24	Plur	Sing	PP	FUTURE HAVING	third	third	None
2166696	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	promise	FALSE	TRUE	2	1	Plur	NA	DO	FUTURE HAVING	second	third	None
2167712	Given	Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	trade	TRUE	FALSE	1	3	Plur	Plur	PP	GIVE	third	third	None
2168165	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	flip	FALSE	TRUE	2	1	Sing	Sing	DO	THROWING	first	third	None
2172252	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	pose	FALSE	FALSE	3	6	Sing	NA	PP	MESSAGE TRANSFER	third	third	None
2173677	Not Given	Not Given	Indefinite	Definite	Abstract	Time	Organization	TRUE	TRUE	leave	FALSE	FALSE	20	1	Plur	Sing	DO	FUTURE HAVING	third	third	None
2174675	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	show	FALSE	TRUE	8	1	NA	Sing	DO	MESSAGE TRANSFER	first	third	DO
2176909	Not Given	Not Given	Indefinite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	throw	FALSE	FALSE	3	4	Sing	Sing	PP	THROWING	third	third	None
2177194	Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	pitch	FALSE	FALSE	2	4	Sing	Sing	PP	THROWING	third	third	None
2177403	Not Given	Given	Definite	Definite	Abstract	NotConcrete	Vehicle	TRUE	TRUE	give	FALSE	TRUE	3	1	Sing	Sing	DO	GIVE	third	third	None
2178648	Not Given	Not Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	ship	FALSE	TRUE	3	2	Sing	NA	PP	SEND	second	third	None
2183134	Not Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	give	FALSE	TRUE	5	1	Sing	NA	DO	GIVE	second	third	None
2184017	Given	Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	e-mail	TRUE	TRUE	1	2	Sing	Sing	PP	COMMUNICATION INSTRUMENT	first	third	None
2184752	Given	Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	toss	TRUE	FALSE	1	3	Sing	Sing	PP	THROWING	third	third	None
2185636	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	push	FALSE	FALSE	1	3	Sing	Plur	PP	CARRY	third	third	None
2185904	Not Given	Given	Definite	Definite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	pass	FALSE	FALSE	5	4	Plur	Plur	PP	GIVE	third	third	None
2187755	Not Given	Not Given	Definite	Indefinite	Communication	NotConcrete	Human	TRUE	TRUE	preach	FALSE	FALSE	2	10	Sing	Plur	PP	MESSAGE TRANSFER	third	third	None
2190901	Given	Not Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	roll	TRUE	TRUE	1	2	Sing	Plur	PP	SLIDE	first	third	None
2191192	Given	Not Given	Definite	Definite	Transfer Posession	Human	Organization	TRUE	TRUE	trade	FALSE	FALSE	1	5	Sing	Sing	PP	GIVE	third	third	None
2191698	Not Given	Given	Definite	Definite	Transfer Posession	Concrete	Organization	TRUE	TRUE	lease	FALSE	TRUE	5	2	Sing	Plur	PP	GIVE	third	third	PP
2191887	Given	Not Given	Definite	Indefinite	Communication	NotConcrete	Human	TRUE	TRUE	teach	TRUE	FALSE	1	3	Sing	Plur	PP	MESSAGE TRANSFER	third	third	None
2192590	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	pose	FALSE	FALSE	2	3	Sing	Sing	PP	MESSAGE TRANSFER	third	third	DO
2192666	Not Given	Given	Indefinite	Definite	Communication	Concrete	Human	TRUE	TRUE	fax	FALSE	TRUE	9	1	Sing	Plur	DO	COMMUNICATION INSTRUMENT	third	third	DO
2193512	Not Given	Not Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	rent	FALSE	FALSE	2	3	Sing	Sing	PP	GIVE	third	third	PP
2195144	Given	Not Given	Definite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	shove	FALSE	FALSE	2	8	Sing	Sing	PP	THROWING	third	third	None
2196492	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	slip	FALSE	TRUE	5	1	Sing	Sing	DO	SEND	third	third	DO
2196601	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Animal	TRUE	TRUE	toss	FALSE	FALSE	2	2	Sing	Sing	DO	THROWING	third	third	None
2196638	Not Given	Not Given	Definite	Indefinite	Transfer Posession	Concrete	Human	TRUE	TRUE	lease	FALSE	FALSE	2	2	Sing	Plur	PP	GIVE	third	third	None
2198902	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	preach	FALSE	TRUE	2	2	Sing	Plur	PP	MESSAGE TRANSFER	first	third	None
2200358	Not Given	Given	Definite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	hand	FALSE	FALSE	12	1	Sing	Sing	DO	SEND	third	third	None
2201112	Not Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	tell	FALSE	TRUE	17	1	NA	Plur	DO	MESSAGE TRANSFER	first	third	None
2201439	Not Given	Not Given	Indefinite	Indefinite	Communication	NotConcrete	Human	TRUE	TRUE	tell	FALSE	FALSE	11	1	NA	Plur	DO	MESSAGE TRANSFER	third	third	None
2201630	Not Given	Given	Indefinite	Definite	Abstract	Human	Organization	TRUE	TRUE	sign	FALSE	FALSE	3	3	Plur	Sing	PP	COMMUNICATION INSTRUMENT	third	third	PP
2202682	Not Given	Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	tip	FALSE	TRUE	2	2	Sing	Plur	PP	THROWING	third	third	None
2202999	Given	Not Given	Definite	Indefinite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	flip	TRUE	FALSE	1	3	Sing	Sing	PP	THROWING	third	third	None
2206887	Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	push	FALSE	FALSE	2	3	Sing	Plur	PP	CARRY	third	third	None
2207198	Given	Not Given	Definite	Indefinite	Communication	NotConcrete	Human	TRUE	TRUE	flip	FALSE	FALSE	2	2	Sing	Plur	PP	THROWING	third	third	PP
2208326	Not Given	Given	Indefinite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	kick	FALSE	TRUE	4	1	Sing	Plur	DO	THROWING	third	third	None
2208594	Not Given	Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	kick	FALSE	FALSE	2	3	Sing	NA	PP	THROWING	third	third	None
2212211	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	leave	FALSE	FALSE	8	2	Sing	Sing	DO	FUTURE HAVING	third	third	None
2213311	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	flip	FALSE	TRUE	4	1	Sing	Sing	DO	THROWING	third	third	None
2213810	Not Given	Not Given	Indefinite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	loan	FALSE	TRUE	5	1	Sing	Sing	DO	GIVE	first	third	None
2215640	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Organization	TRUE	TRUE	bequeath	FALSE	FALSE	6	3	Sing	Sing	PP	FUTURE HAVING	third	third	None
2216257	Not Given	Not Given	Indefinite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	send	FALSE	FALSE	4	26	Sing	Sing	PP	SEND	third	third	None
2216395	Not Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	tell	FALSE	TRUE	1	1	NA	NA	DO	MESSAGE TRANSFER	second	third	None
2216600	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Organization	TRUE	TRUE	allocate	FALSE	FALSE	2	2	Plur	Sing	PP	FUTURE HAVING	third	third	None
2216911	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	promise	FALSE	FALSE	2	3	Plur	Plur	PP	FUTURE HAVING	third	third	None
2217030	Not Given	Given	Definite	Definite	Abstract	Human	Organization	TRUE	TRUE	sign	FALSE	FALSE	4	3	Sing	Sing	PP	COMMUNICATION INSTRUMENT	third	third	None
2220967	Not Given	Not Given	Indefinite	Definite	Transfer Posession	Vehicle	Organization	TRUE	TRUE	lease	FALSE	FALSE	6	33	Plur	Sing	PP	GIVE	third	third	None
2222605	Not Given	Not Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	shove	FALSE	TRUE	3	1	Plur	NA	DO	THROWING	second	third	None
2223149	Not Given	Given	Indefinite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	award	FALSE	FALSE	5	2	Sing	Sing	DO	FUTURE HAVING	third	third	None
2223474	Not Given	Not Given	Indefinite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	loan	FALSE	FALSE	1	2	Sing	Sing	PP	GIVE	third	third	None
2224029	Not Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	pitch	FALSE	FALSE	2	9	Sing	Sing	PP	THROWING	third	third	None
2225798	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	guarantee	FALSE	FALSE	6	1	Sing	Plur	DO	FUTURE HAVING	third	third	None
2228243	Not Given	Given	Indefinite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	promise	FALSE	FALSE	10	1	Sing	Plur	DO	FUTURE HAVING	third	third	None
2229311	Not Given	Not Given	Definite	Definite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	forward	FALSE	FALSE	2	11	Sing	Sing	PP	SEND	third	third	None
2229357	Given	Not Given	Definite	Indefinite	Transfer Posession	Concrete	Human	TRUE	TRUE	roll	TRUE	FALSE	1	3	Sing	Sing	PP	SLIDE	third	third	None
2229358	Given	Not Given	Definite	Indefinite	Transfer Posession	Concrete	Human	TRUE	TRUE	roll	TRUE	FALSE	1	5	Sing	Sing	PP	SLIDE	third	third	None
2230801	Not Given	Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	push	FALSE	FALSE	4	5	Sing	Plur	PP	CARRY	third	third	None
2235479	Not Given	Given	Definite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	flip	FALSE	TRUE	2	1	Sing	Plur	DO	THROWING	third	third	None
2236274	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	ask	FALSE	TRUE	1	1	Sing	NA	DO	MESSAGE TRANSFER	second	third	None
2237647	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	ask	FALSE	TRUE	1	1	Sing	NA	DO	MESSAGE TRANSFER	second	third	None
2238722	Not Given	Not Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	slide	FALSE	FALSE	2	15	Sing	Sing	PP	SLIDE	third	third	None
2239143	Not Given	Not Given	Definite	Definite	Transfer Posession	Concrete	Organization	TRUE	TRUE	sell	FALSE	FALSE	2	5	Sing	Sing	PP	GIVE	third	third	None
2240076	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Concrete	TRUE	TRUE	write	FALSE	FALSE	1	5	Plur	Plur	PP	MESSAGE TRANSFER	third	third	None
2240367	Not Given	Not Given	Indefinite	Definite	Abstract	Human	Organization	TRUE	TRUE	sign	FALSE	FALSE	4	3	Sing	Sing	PP	COMMUNICATION INSTRUMENT	third	third	None
2243063	Not Given	Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	trade	FALSE	TRUE	2	1	Sing	Sing	DO	GIVE	third	third	None
2243968	Not Given	Not Given	Indefinite	Definite	Transfer Posession	Concrete	Animal	TRUE	TRUE	haul	FALSE	FALSE	1	3	Sing	Plur	PP	CARRY	third	third	None
2244177	Not Given	Given	Definite	Definite	Transfer Posession	Concrete	Organization	TRUE	TRUE	bequeath	FALSE	FALSE	4	2	Sing	Sing	PP	FUTURE HAVING	third	third	None
2244677	Not Given	Not Given	Indefinite	Indefinite	Communication	NotConcrete	Human	TRUE	TRUE	pose	FALSE	FALSE	1	3	Plur	Plur	PP	MESSAGE TRANSFER	third	third	None
2245314	Not Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	take	FALSE	FALSE	11	4	Sing	Plur	PP	BRING/TAKE	third	third	None
2245399	Not Given	Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	slip	FALSE	FALSE	3	3	Sing	Plur	PP	SEND	third	third	None
2246375	Not Given	Given	Indefinite	Definite	Communication	Concrete	Organization	TRUE	TRUE	fax	FALSE	TRUE	3	1	Sing	Plur	DO	COMMUNICATION INSTRUMENT	third	third	None
2246457	Given	Not Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	will	TRUE	FALSE	1	6	Sing	Sing	PP	FUTURE HAVING	third	third	None
2246630	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Concrete	TRUE	TRUE	push	FALSE	FALSE	1	5	Plur	Plur	PP	CARRY	third	third	None
2247494	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	loan	FALSE	FALSE	2	5	Sing	Sing	PP	GIVE	third	third	None
2247888	Not Given	Not Given	Indefinite	Definite	Transfer Posession	NotConcrete	Organization	TRUE	TRUE	advance	FALSE	FALSE	1	3	Plur	Sing	PP	FUTURE HAVING	third	third	None
2248167	Not Given	Not Given	Indefinite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	flip	FALSE	FALSE	2	12	Sing	Sing	PP	THROWING	third	third	None
2251716	Not Given	Not Given	Indefinite	Indefinite	Communication	NotConcrete	Human	TRUE	TRUE	pose	FALSE	FALSE	3	6	Plur	Sing	PP	MESSAGE TRANSFER	third	third	None
2252847	Not Given	Given	Definite	Definite	Abstract	Concrete	Human	TRUE	TRUE	show	FALSE	TRUE	10	1	Sing	Sing	DO	MESSAGE TRANSFER	first	third	None
2254468	Not Given	Given	Definite	Definite	Communication	NotConcrete	Organization	TRUE	TRUE	fax	FALSE	FALSE	9	3	Sing	Sing	PP	COMMUNICATION INSTRUMENT	third	third	None
2255381	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Mix	TRUE	TRUE	pose	FALSE	FALSE	2	8	Plur	Plur	PP	MESSAGE TRANSFER	third	third	None
2256759	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	hurl	FALSE	FALSE	2	4	Plur	Sing	PP	THROWING	third	third	None
2257949	Not Given	Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	slide	FALSE	TRUE	2	1	Plur	Sing	DO	SLIDE	third	third	None
2258802	Not Given	Not Given	Definite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	flip	FALSE	FALSE	2	14	Sing	Sing	PP	THROWING	third	third	None
2261000	Not Given	Given	Indefinite	Definite	Abstract	NotConcrete	NotConcrete	TRUE	TRUE	give	FALSE	FALSE	3	2	Sing	Sing	DO	GIVE	third	third	DO
2265275	Not Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	kick	FALSE	FALSE	2	3	Sing	Plur	PP	THROWING	third	third	PP
2270053	Not Given	Not Given	Indefinite	Definite	Transfer Posession	Concrete	Organization	TRUE	TRUE	cart	FALSE	FALSE	5	3	Plur	Sing	PP	?DRIVE	third	third	None
2272692	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Organization	TRUE	TRUE	allot	FALSE	FALSE	6	2	Sing	Sing	DO	FUTURE HAVING	third	third	None
2275629	Not Given	Not Given	Indefinite	Indefinite	Abstract	NotConcrete	Human	TRUE	TRUE	give	FALSE	FALSE	13	1	Plur	Plur	DO	GIVE	third	third	None
2275902	Not Given	Not Given	Indefinite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	ask	FALSE	TRUE	2	1	Plur	NA	DO	MESSAGE TRANSFER	second	third	None
2276453	Given	Not Given	Definite	Definite	Communication	NotConcrete	Human	TRUE	TRUE	pitch	TRUE	FALSE	1	3	Sing	Sing	PP	THROWING	third	third	None
2276720	Not Given	Not Given	Indefinite	Definite	Transfer Posession	Concrete	Human	TRUE	TRUE	slide	FALSE	FALSE	2	11	Sing	Sing	PP	SLIDE	third	third	None
2277373	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	send	FALSE	FALSE	13	3	Sing	Sing	DO	SEND	third	third	None
2277468	Not Given	Not Given	Indefinite	Definite	Abstract	NotConcrete	Human	TRUE	TRUE	leave	FALSE	FALSE	5	5	Plur	Plur	PP	FUTURE HAVING	third	third	None
2277929	Not Given	Given	Indefinite	Definite	Transfer Posession	NotConcrete	Human	TRUE	TRUE	loan	FALSE	TRUE	1	1	Sing	NA	DO	GIVE	second	third	None
